,Response,Response,Response,Response,Response,Response,Response,Response,Response,Response,Response,Response,Response,Response,Response
7856152.0,7.0,7.0,3.0,6.0,3.0,3.0,5.0,3.0,3.0,1.0,6.0,3.0,5.0,3.0,6.0
7856154.0,1.0,7.0,1.0,6.0,2.0,6.0,5.0,3.0,2.0,1.0,1.0,7.0,7.0,2.0,5.0
7856160.0,2.0,3.0,1.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,4.0,4.0,2.0
7856174.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0
7856180.0,2.0,6.0,2.0,6.0,4.0,6.0,3.0,3.0,2.0,2.0,3.0,5.0,5.0,4.0,6.0
7856185.0,3.0,6.0,1.0,4.0,4.0,5.0,3.0,2.0,3.0,7.0,4.0,3.0,4.0,2.0,3.0
7856191.0,2.0,5.0,1.0,5.0,7.0,3.0,2.0,6.0,1.0,7.0,4.0,6.0,7.0,1.0,6.0
7856192.0,6.0,6.0,3.0,6.0,5.0,5.0,6.0,3.0,5.0,5.0,5.0,6.0,3.0,5.0,6.0
7856195.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0
7856202.0,2.0,4.0,2.0,7.0,6.0,4.0,4.0,5.0,3.0,5.0,6.0,7.0,7.0,5.0,7.0
7856209.0,1.0,4.0,1.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0
7856218.0,3.0,6.0,1.0,5.0,6.0,6.0,2.0,4.0,1.0,6.0,1.0,2.0,4.0,1.0,1.0
7856222.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,6.0,7.0,1.0,7.0,1.0,2.0
7856224.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,4.0,7.0,7.0,5.0,7.0
7856235.0,3.0,5.0,2.0,5.0,6.0,5.0,6.0,6.0,6.0,2.0,6.0,5.0,5.0,2.0,7.0
7856241.0,2.0,6.0,1.0,2.0,5.0,5.0,5.0,5.0,3.0,2.0,4.0,6.0,5.0,6.0,7.0
7856242.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0
7856245.0,2.0,1.0,1.0,6.0,5.0,1.0,2.0,5.0,1.0,3.0,3.0,3.0,5.0,3.0,5.0
7856249.0,1.0,7.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,7.0,7.0,3.0,7.0
7856251.0,2.0,3.0,1.0,3.0,5.0,2.0,3.0,3.0,3.0,2.0,6.0,5.0,6.0,3.0,5.0
7856254.0,1.0,1.0,1.0,8.0,7.0,8.0,6.0,1.0,1.0,1.0,0.0,7.0,7.0,7.0,2.0
7856257.0,1.0,7.0,1.0,5.0,2.0,2.0,4.0,4.0,1.0,1.0,3.0,5.0,5.0,4.0,5.0
7856259.0,2.0,5.0,5.0,3.0,6.0,3.0,2.0,2.0,1.0,4.0,5.0,3.0,6.0,2.0,3.0
7856265.0,2.0,2.0,1.0,3.0,5.0,5.0,3.0,3.0,2.0,6.0,2.0,4.0,5.0,1.0,1.0
7856281.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,3.0,5.0,3.0,6.0,5.0,3.0,5.0,5.0
7856289.0,1.0,4.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,2.0,4.0,7.0,5.0,4.0,4.0
7856294.0,1.0,5.0,1.0,2.0,5.0,2.0,3.0,3.0,4.0,2.0,5.0,5.0,6.0,3.0,3.0
7856311.0,2.0,6.0,2.0,7.0,7.0,2.0,4.0,5.0,3.0,1.0,4.0,5.0,7.0,1.0,4.0
7856315.0,1.0,5.0,1.0,5.0,3.0,3.0,6.0,5.0,3.0,3.0,5.0,2.0,5.0,3.0,5.0
7856321.0,5.0,6.0,3.0,5.0,3.0,5.0,7.0,5.0,3.0,3.0,6.0,7.0,7.0,5.0,6.0
7856328.0,5.0,5.0,3.0,5.0,6.0,3.0,5.0,5.0,2.0,6.0,7.0,6.0,6.0,1.0,7.0
7856347.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,6.0
7856357.0,5.0,5.0,2.0,1.0,6.0,6.0,2.0,6.0,2.0,3.0,5.0,6.0,3.0,2.0,5.0
7856361.0,2.0,4.0,1.0,3.0,1.0,7.0,6.0,2.0,2.0,4.0,2.0,6.0,5.0,3.0,7.0
7856362.0,5.0,6.0,5.0,3.0,6.0,3.0,3.0,3.0,3.0,3.0,7.0,6.0,4.0,1.0,2.0
7856387.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0
7856394.0,1.0,6.0,1.0,5.0,6.0,6.0,1.0,2.0,1.0,6.0,1.0,5.0,5.0,1.0,5.0
7856398.0,1.0,5.0,1.0,5.0,2.0,5.0,2.0,7.0,7.0,1.0,1.0,7.0,7.0,5.0,7.0
7856409.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0
7856413.0,5.0,3.0,2.0,3.0,5.0,3.0,7.0,6.0,5.0,2.0,5.0,2.0,3.0,6.0,5.0
7856439.0,1.0,7.0,1.0,3.0,1.0,1.0,7.0,1.0,1.0,7.0,5.0,6.0,6.0,3.0,4.0
7856448.0,3.0,5.0,2.0,6.0,7.0,6.0,5.0,6.0,2.0,5.0,5.0,6.0,6.0,1.0,5.0
7856469.0,4.0,7.0,6.0,5.0,4.0,7.0,7.0,7.0,7.0,2.0,3.0,7.0,4.0,4.0,6.0
7856489.0,2.0,7.0,5.0,4.0,4.0,4.0,7.0,5.0,7.0,1.0,4.0,5.0,6.0,4.0,6.0
7856491.0,1.0,6.0,1.0,5.0,5.0,6.0,5.0,6.0,2.0,5.0,1.0,5.0,6.0,5.0,7.0
7856516.0,5.0,6.0,5.0,4.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0
7856518.0,2.0,2.0,1.0,3.0,4.0,4.0,3.0,2.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0
7856530.0,1.0,5.0,1.0,5.0,7.0,7.0,2.0,3.0,1.0,1.0,1.0,7.0,5.0,5.0,7.0
7856539.0,6.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0
7856565.0,5.0,6.0,3.0,5.0,6.0,5.0,7.0,6.0,7.0,5.0,6.0,5.0,6.0,5.0,7.0
7856587.0,1.0,4.0,1.0,2.0,6.0,1.0,2.0,2.0,5.0,7.0,3.0,3.0,5.0,4.0,4.0
7856591.0,2.0,5.0,3.0,2.0,7.0,5.0,2.0,3.0,2.0,1.0,1.0,7.0,3.0,2.0,6.0
7856603.0,2.0,6.0,2.0,5.0,5.0,6.0,3.0,2.0,4.0,5.0,2.0,3.0,5.0,4.0,4.0
7856614.0,3.0,7.0,1.0,6.0,5.0,7.0,3.0,5.0,3.0,1.0,1.0,7.0,3.0,4.0,6.0
7856618.0,1.0,7.0,1.0,6.0,5.0,5.0,4.0,4.0,2.0,1.0,5.0,2.0,5.0,4.0,7.0
7856626.0,2.0,5.0,2.0,4.0,5.0,2.0,1.0,7.0,2.0,5.0,7.0,2.0,7.0,1.0,6.0
7856645.0,2.0,5.0,1.0,7.0,7.0,6.0,5.0,5.0,1.0,6.0,5.0,5.0,7.0,1.0,4.0
7856688.0,6.0,6.0,5.0,5.0,7.0,6.0,5.0,6.0,5.0,7.0,6.0,5.0,6.0,5.0,6.0
7856689.0,2.0,6.0,2.0,3.0,6.0,6.0,2.0,2.0,3.0,2.0,4.0,5.0,5.0,4.0,6.0
7856699.0,3.0,3.0,2.0,4.0,4.0,5.0,3.0,2.0,2.0,2.0,4.0,4.0,5.0,3.0,4.0
7856701.0,2.0,5.0,1.0,7.0,6.0,6.0,4.0,2.0,2.0,1.0,7.0,7.0,7.0,5.0,6.0
7856719.0,5.0,5.0,3.0,6.0,6.0,5.0,5.0,3.0,3.0,5.0,1.0,6.0,5.0,2.0,7.0
7856751.0,2.0,7.0,1.0,7.0,6.0,7.0,5.0,7.0,6.0,2.0,1.0,6.0,6.0,1.0,7.0
7856790.0,1.0,4.0,1.0,1.0,5.0,1.0,5.0,5.0,1.0,7.0,7.0,7.0,5.0,1.0,7.0
7856839.0,5.0,6.0,3.0,6.0,3.0,2.0,6.0,5.0,3.0,5.0,6.0,5.0,7.0,2.0,6.0
7856840.0,3.0,6.0,6.0,6.0,3.0,5.0,6.0,5.0,6.0,5.0,5.0,3.0,5.0,6.0,3.0
7856862.0,2.0,6.0,1.0,4.0,2.0,3.0,4.0,7.0,4.0,2.0,3.0,6.0,5.0,2.0,5.0
7856863.0,3.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,3.0,6.0,2.0,5.0,5.0,3.0,3.0
7856883.0,3.0,6.0,3.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,6.0,5.0,6.0,5.0,6.0
7856919.0,1.0,7.0,2.0,5.0,3.0,5.0,2.0,6.0,2.0,1.0,1.0,1.0,5.0,1.0,6.0
7856942.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,6.0
7856953.0,1.0,6.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0,2.0,1.0,5.0
7856957.0,2.0,4.0,1.0,5.0,6.0,7.0,6.0,3.0,2.0,6.0,3.0,7.0,3.0,2.0,7.0
7856959.0,1.0,4.0,1.0,2.0,4.0,5.0,2.0,3.0,2.0,3.0,1.0,5.0,4.0,4.0,7.0
7856968.0,3.0,3.0,2.0,2.0,5.0,3.0,3.0,3.0,2.0,6.0,5.0,6.0,5.0,3.0,3.0
7856980.0,2.0,4.0,2.0,3.0,5.0,2.0,4.0,5.0,2.0,4.0,5.0,5.0,6.0,2.0,6.0
7857102.0,1.0,5.0,1.0,5.0,6.0,5.0,3.0,1.0,1.0,7.0,5.0,4.0,5.0,2.0,4.0
7857188.0,5.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,3.0,5.0,5.0,6.0,5.0,5.0,6.0
7857204.0,2.0,7.0,1.0,4.0,3.0,4.0,2.0,2.0,4.0,1.0,3.0,4.0,4.0,2.0,4.0
7857493.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0,6.0,6.0,5.0,6.0
7857679.0,2.0,5.0,2.0,5.0,5.0,6.0,3.0,4.0,2.0,1.0,5.0,4.0,6.0,4.0,7.0
7857715.0,5.0,6.0,1.0,6.0,2.0,3.0,2.0,5.0,3.0,5.0,2.0,6.0,5.0,3.0,5.0
7857731.0,1.0,2.0,1.0,6.0,7.0,7.0,3.0,2.0,1.0,7.0,7.0,5.0,5.0,2.0,7.0
7857858.0,1.0,2.0,1.0,2.0,5.0,7.0,7.0,3.0,7.0,2.0,1.0,2.0,7.0,2.0,4.0
7857968.0,2.0,6.0,1.0,7.0,6.0,6.0,5.0,5.0,2.0,5.0,6.0,6.0,7.0,5.0,6.0
7858184.0,1.0,6.0,1.0,3.0,5.0,5.0,6.0,5.0,6.0,5.0,2.0,7.0,6.0,1.0,5.0
7979592.0,1.0,5.0,1.0,5.0,6.0,6.0,5.0,3.0,2.0,5.0,2.0,5.0,6.0,3.0,5.0
7979596.0,5.0,7.0,5.0,6.0,3.0,6.0,5.0,7.0,6.0,5.0,6.0,5.0,7.0,5.0,3.0
7979598.0,5.0,7.0,2.0,7.0,3.0,3.0,7.0,3.0,2.0,3.0,2.0,5.0,1.0,4.0,4.0
7979603.0,6.0,5.0,5.0,2.0,6.0,5.0,6.0,5.0,2.0,5.0,6.0,5.0,3.0,5.0,6.0
7979605.0,5.0,5.0,1.0,7.0,2.0,6.0,5.0,2.0,4.0,7.0,1.0,7.0,7.0,5.0,7.0
7979606.0,1.0,5.0,1.0,2.0,1.0,7.0,4.0,7.0,1.0,6.0,2.0,4.0,6.0,5.0,7.0
7979607.0,2.0,6.0,2.0,1.0,1.0,5.0,5.0,1.0,5.0,2.0,1.0,7.0,6.0,2.0,1.0
7979611.0,6.0,6.0,5.0,5.0,6.0,7.0,6.0,7.0,2.0,3.0,6.0,6.0,7.0,5.0,7.0
7979612.0,3.0,5.0,3.0,6.0,2.0,6.0,6.0,7.0,4.0,1.0,1.0,4.0,6.0,1.0,5.0
7979621.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,5.0,4.0,3.0,5.0
7979626.0,1.0,2.0,1.0,2.0,1.0,4.0,3.0,2.0,3.0,1.0,3.0,3.0,4.0,2.0,2.0
7979637.0,1.0,5.0,1.0,4.0,3.0,5.0,2.0,2.0,3.0,6.0,1.0,5.0,5.0,3.0,5.0
7979642.0,6.0,5.0,5.0,3.0,5.0,3.0,6.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0
7979646.0,2.0,6.0,1.0,4.0,2.0,5.0,3.0,6.0,3.0,1.0,5.0,5.0,7.0,4.0,6.0
7979648.0,6.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,6.0,5.0,3.0
7979655.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0
7979662.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,7.0,7.0,7.0
7979667.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,3.0,6.0,5.0,5.0,5.0,5.0
7979668.0,2.0,5.0,2.0,4.0,4.0,4.0,5.0,3.0,3.0,6.0,4.0,6.0,6.0,3.0,6.0
7979671.0,4.0,7.0,2.0,4.0,4.0,4.0,4.0,7.0,4.0,1.0,3.0,6.0,6.0,4.0,5.0
7979673.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0
7979683.0,6.0,6.0,1.0,5.0,7.0,2.0,5.0,7.0,3.0,5.0,5.0,7.0,7.0,6.0,7.0
7979685.0,3.0,7.0,3.0,3.0,7.0,7.0,4.0,3.0,1.0,7.0,3.0,7.0,6.0,5.0,5.0
7979711.0,2.0,3.0,1.0,3.0,4.0,4.0,3.0,6.0,6.0,6.0,5.0,6.0,7.0,6.0,7.0
7979720.0,1.0,7.0,1.0,1.0,1.0,1.0,5.0,6.0,3.0,2.0,2.0,3.0,7.0,1.0,4.0
7979723.0,2.0,6.0,2.0,5.0,4.0,5.0,4.0,3.0,2.0,7.0,4.0,7.0,7.0,6.0,7.0
7979724.0,2.0,6.0,1.0,6.0,3.0,6.0,1.0,6.0,2.0,4.0,5.0,6.0,6.0,5.0,6.0
7979729.0,2.0,4.0,1.0,1.0,2.0,5.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0
7979733.0,2.0,3.0,2.0,3.0,2.0,3.0,5.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0
7979762.0,1.0,5.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,6.0,1.0,5.0,5.0,3.0,2.0
7979765.0,2.0,6.0,1.0,2.0,1.0,6.0,6.0,6.0,1.0,6.0,2.0,7.0,7.0,6.0,6.0
7979770.0,6.0,7.0,2.0,6.0,7.0,6.0,5.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,5.0
7979775.0,2.0,5.0,2.0,6.0,3.0,5.0,5.0,3.0,3.0,2.0,3.0,5.0,5.0,3.0,5.0
7979798.0,2.0,4.0,3.0,5.0,4.0,4.0,5.0,3.0,2.0,3.0,4.0,5.0,6.0,3.0,5.0
7979801.0,6.0,5.0,5.0,6.0,5.0,3.0,5.0,5.0,3.0,6.0,6.0,5.0,3.0,5.0,5.0
7979803.0,2.0,6.0,1.0,4.0,4.0,4.0,3.0,5.0,2.0,1.0,2.0,7.0,5.0,4.0,6.0
7979804.0,5.0,5.0,6.0,6.0,7.0,6.0,5.0,6.0,5.0,7.0,5.0,6.0,7.0,7.0,6.0
7979808.0,2.0,7.0,1.0,3.0,1.0,4.0,6.0,2.0,1.0,2.0,1.0,4.0,5.0,4.0,4.0
7979818.0,1.0,1.0,1.0,2.0,1.0,7.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,7.0
7979820.0,3.0,7.0,5.0,3.0,7.0,2.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0
7979843.0,1.0,7.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0
7979846.0,1.0,5.0,1.0,2.0,3.0,4.0,1.0,1.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0
7979849.0,5.0,5.0,6.0,3.0,5.0,5.0,3.0,5.0,6.0,2.0,6.0,5.0,3.0,5.0,5.0
7979850.0,1.0,1.0,1.0,1.0,1.0,7.0,5.0,4.0,1.0,1.0,1.0,7.0,7.0,1.0,7.0
7979870.0,5.0,5.0,3.0,5.0,3.0,5.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0
7979871.0,5.0,7.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,4.0
7979890.0,6.0,7.0,7.0,6.0,7.0,3.0,6.0,6.0,6.0,6.0,7.0,7.0,5.0,3.0,6.0
7979891.0,1.0,7.0,1.0,4.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0
7979926.0,2.0,5.0,2.0,5.0,2.0,7.0,5.0,5.0,1.0,5.0,5.0,6.0,6.0,6.0,5.0
7979931.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0
7979937.0,6.0,6.0,3.0,5.0,6.0,2.0,7.0,6.0,2.0,6.0,6.0,7.0,6.0,7.0,7.0
7979944.0,1.0,4.0,1.0,7.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0
7979953.0,1.0,6.0,1.0,6.0,7.0,1.0,3.0,4.0,1.0,7.0,2.0,5.0,5.0,2.0,3.0
7979971.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0
7980026.0,4.0,2.0,2.0,6.0,4.0,4.0,5.0,3.0,2.0,7.0,1.0,4.0,6.0,4.0,3.0
7980036.0,2.0,5.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,5.0,1.0,7.0,6.0,3.0,7.0
7980043.0,1.0,6.0,1.0,3.0,6.0,4.0,4.0,4.0,1.0,7.0,6.0,6.0,6.0,2.0,6.0
7980046.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,7.0
7980081.0,1.0,5.0,1.0,2.0,3.0,5.0,3.0,5.0,2.0,2.0,7.0,7.0,5.0,2.0,7.0
7980087.0,5.0,7.0,5.0,2.0,1.0,7.0,3.0,7.0,7.0,1.0,5.0,3.0,6.0,6.0,6.0
7980112.0,2.0,4.0,1.0,6.0,2.0,6.0,4.0,5.0,2.0,3.0,1.0,5.0,6.0,2.0,7.0
7980119.0,2.0,6.0,3.0,6.0,2.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0
7980122.0,2.0,3.0,1.0,5.0,2.0,6.0,1.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0
7980145.0,6.0,2.0,3.0,5.0,5.0,7.0,5.0,6.0,3.0,3.0,3.0,2.0,5.0,7.0,6.0
7980151.0,1.0,4.0,1.0,1.0,4.0,4.0,5.0,5.0,4.0,5.0,2.0,4.0,5.0,4.0,4.0
7980213.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
7980225.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0
7980275.0,2.0,7.0,2.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,4.0,3.0,7.0,4.0,4.0
7980277.0,1.0,6.0,1.0,2.0,2.0,2.0,3.0,7.0,1.0,2.0,3.0,5.0,5.0,2.0,6.0
7980278.0,4.0,5.0,3.0,7.0,4.0,6.0,4.0,3.0,3.0,6.0,5.0,7.0,7.0,6.0,5.0
7980285.0,2.0,3.0,2.0,6.0,3.0,3.0,5.0,1.0,2.0,5.0,3.0,5.0,5.0,3.0,6.0
7980292.0,1.0,2.0,1.0,3.0,2.0,6.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0
7980302.0,2.0,5.0,2.0,3.0,4.0,2.0,6.0,6.0,4.0,3.0,3.0,5.0,6.0,3.0,6.0
7980306.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0
7980307.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,6.0,4.0,4.0,4.0
7980314.0,1.0,5.0,1.0,4.0,4.0,4.0,4.0,5.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0
7980315.0,1.0,1.0,1.0,1.0,2.0,7.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,5.0,5.0
7980333.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0
7980355.0,5.0,6.0,3.0,6.0,3.0,6.0,5.0,6.0,3.0,6.0,3.0,2.0,5.0,4.0,6.0
7980409.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0
7980415.0,1.0,7.0,1.0,3.0,1.0,7.0,7.0,2.0,1.0,7.0,1.0,7.0,4.0,6.0,7.0
7980458.0,3.0,5.0,1.0,3.0,5.0,5.0,5.0,6.0,3.0,6.0,2.0,4.0,5.0,2.0,6.0
7980482.0,1.0,7.0,1.0,7.0,2.0,6.0,7.0,7.0,5.0,7.0,2.0,7.0,7.0,5.0,6.0
7980593.0,1.0,7.0,1.0,1.0,2.0,3.0,5.0,1.0,1.0,7.0,6.0,6.0,7.0,5.0,3.0
7980594.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,3.0,4.0,5.0,5.0
7980624.0,6.0,5.0,5.0,6.0,2.0,3.0,6.0,6.0,3.0,7.0,6.0,7.0,7.0,3.0,5.0
7980639.0,3.0,3.0,2.0,6.0,3.0,6.0,3.0,6.0,3.0,3.0,3.0,7.0,6.0,3.0,7.0
7980654.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,5.0,5.0,3.0,4.0
7980659.0,6.0,3.0,5.0,3.0,4.0,4.0,5.0,6.0,6.0,4.0,1.0,5.0,4.0,2.0,5.0
7980668.0,2.0,7.0,1.0,2.0,4.0,4.0,4.0,5.0,2.0,7.0,6.0,7.0,7.0,2.0,5.0
7980685.0,1.0,3.0,1.0,3.0,1.0,1.0,5.0,7.0,1.0,7.0,2.0,5.0,3.0,3.0,7.0
7980687.0,1.0,2.0,2.0,3.0,1.0,1.0,6.0,3.0,2.0,1.0,1.0,7.0,7.0,1.0,1.0
7980692.0,1.0,5.0,1.0,2.0,4.0,4.0,5.0,2.0,2.0,5.0,5.0,7.0,6.0,4.0,4.0
7980715.0,1.0,4.0,1.0,2.0,1.0,7.0,6.0,5.0,1.0,2.0,2.0,5.0,4.0,3.0,7.0
7980716.0,3.0,5.0,1.0,7.0,2.0,2.0,5.0,2.0,2.0,6.0,7.0,7.0,7.0,6.0,6.0
7980721.0,1.0,4.0,1.0,2.0,2.0,7.0,6.0,4.0,4.0,7.0,1.0,5.0,4.0,6.0,4.0
7980729.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0
7980747.0,2.0,1.0,3.0,6.0,2.0,2.0,5.0,6.0,4.0,7.0,2.0,2.0,5.0,3.0,5.0
7980769.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0
7980770.0,3.0,6.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,5.0,6.0,7.0,6.0,5.0
7980795.0,1.0,6.0,1.0,4.0,5.0,7.0,3.0,2.0,3.0,4.0,2.0,6.0,7.0,3.0,7.0
7980828.0,1.0,2.0,1.0,4.0,1.0,5.0,7.0,5.0,1.0,7.0,1.0,7.0,5.0,3.0,4.0
7980845.0,6.0,5.0,5.0,6.0,6.0,3.0,4.0,5.0,3.0,6.0,5.0,6.0,4.0,4.0,4.0
7980854.0,5.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0
7980867.0,2.0,6.0,2.0,5.0,2.0,3.0,5.0,5.0,3.0,6.0,5.0,5.0,5.0,5.0,3.0
7980877.0,7.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0
7980914.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,7.0,1.0,5.0,7.0,5.0,6.0
7980940.0,6.0,6.0,6.0,6.0,6.0,5.0,7.0,4.0,6.0,7.0,6.0,6.0,6.0,3.0,6.0
7980949.0,6.0,4.0,2.0,3.0,6.0,6.0,6.0,5.0,7.0,5.0,4.0,4.0,5.0,3.0,5.0
7980960.0,7.0,7.0,7.0,6.0,2.0,7.0,7.0,7.0,1.0,7.0,6.0,6.0,5.0,7.0,7.0
7980968.0,6.0,5.0,2.0,5.0,6.0,5.0,5.0,5.0,6.0,7.0,6.0,3.0,6.0,5.0,5.0
7980994.0,6.0,5.0,6.0,6.0,5.0,5.0,7.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0
7981038.0,1.0,6.0,1.0,5.0,3.0,5.0,5.0,3.0,2.0,6.0,1.0,5.0,5.0,6.0,6.0
7981047.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,1.0,6.0,1.0,2.0,1.0,1.0,3.0
7981070.0,1.0,2.0,1.0,6.0,1.0,5.0,4.0,7.0,1.0,7.0,1.0,4.0,6.0,4.0,5.0
7981074.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,1.0,1.0
7981083.0,1.0,7.0,1.0,7.0,3.0,3.0,7.0,7.0,5.0,7.0,1.0,3.0,7.0,4.0,6.0
7981093.0,1.0,7.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,7.0,1.0,7.0,6.0,3.0,3.0
7981120.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,5.0,6.0
7981156.0,1.0,6.0,7.0,5.0,5.0,5.0,3.0,2.0,1.0,7.0,2.0,5.0,6.0,4.0,5.0
7981158.0,1.0,5.0,1.0,1.0,7.0,7.0,4.0,5.0,4.0,5.0,7.0,1.0,7.0,5.0,7.0
7981180.0,2.0,3.0,1.0,3.0,1.0,6.0,5.0,3.0,1.0,2.0,1.0,5.0,5.0,3.0,5.0
7981182.0,3.0,3.0,4.0,5.0,3.0,5.0,4.0,5.0,3.0,3.0,2.0,5.0,5.0,6.0,2.0
7981186.0,1.0,7.0,1.0,1.0,1.0,3.0,5.0,7.0,3.0,1.0,1.0,6.0,2.0,1.0,7.0
7981194.0,1.0,5.0,1.0,1.0,4.0,4.0,1.0,3.0,4.0,3.0,2.0,4.0,6.0,6.0,4.0
