,Response,Response,Response,Response,Response,Response,Response,Response,Response,Response
8007134.0,6,3,5,3,6,6,6,6,6,3
8007196.0,7,7,6,5,7,7,7,7,7,6
8007326.0,7,2,2,3,7,7,5,7,5,7
8007466.0,7,4,1,7,1,1,1,4,1,4
8007508.0,7,7,3,1,7,7,7,5,3,6
8007608.0,5,4,5,4,4,4,4,4,4,4
8007623.0,7,4,3,4,7,6,5,6,5,5
8007676.0,7,4,2,2,6,6,6,5,5,2
8011639.0,5,6,6,5,6,5,6,5,6,3
8013478.0,7,3,1,3,4,4,6,5,5,6
8013688.0,6,5,5,6,6,5,5,5,5,6
8525433.0,5,2,2,5,4,4,4,3,2,3
8525435.0,5,6,2,4,5,6,3,5,5,3
8525437.0,5,4,3,4,5,6,6,4,5,4
8525439.0,6,5,2,3,6,6,5,6,5,3
8525440.0,5,5,5,6,6,5,6,5,6,5
8525445.0,6,3,2,4,6,7,3,5,4,6
8525447.0,2,5,1,2,4,4,5,6,3,5
8525450.0,6,4,2,2,5,5,6,4,3,2
8525451.0,7,7,5,1,7,7,5,5,5,5
8525456.0,7,5,5,2,7,7,5,5,5,6
8525457.0,7,3,2,3,7,7,6,5,7,5
8525459.0,7,7,6,4,7,7,6,5,4,5
8525463.0,4,5,2,3,5,5,4,4,3,2
8525468.0,7,3,5,7,3,3,5,3,2,6
8525469.0,5,4,3,3,5,5,5,6,5,3
8525470.0,5,5,2,1,5,5,6,7,5,3
8525471.0,6,6,6,6,5,6,6,6,6,6
8525475.0,6,6,2,6,6,7,5,6,6,5
8525477.0,5,6,5,6,5,6,5,5,5,6
8525478.0,6,5,3,5,7,5,3,5,7,6
8525485.0,7,7,4,7,4,6,6,6,6,3
8525491.0,6,6,5,7,3,5,6,3,5,3
8525502.0,4,7,2,3,6,6,6,5,4,5
8525507.0,6,3,3,2,5,7,5,6,6,3
8525508.0,5,4,5,5,3,4,5,3,4,5
8525510.0,5,3,2,2,4,6,4,5,7,5
8525515.0,5,4,3,2,7,7,6,5,7,4
8525518.0,7,7,7,7,7,2,7,7,2,7
8525533.0,7,6,2,3,7,7,7,7,7,4
8525542.0,7,7,6,7,7,7,7,6,7,6
8525546.0,7,3,1,2,6,6,5,6,6,5
8525562.0,6,1,1,4,4,4,5,5,3,1
8525588.0,7,4,2,2,7,7,5,7,5,7
8525595.0,4,4,2,6,4,4,5,5,2,1
8525651.0,6,2,2,1,7,7,2,7,7,6
8525664.0,5,3,6,5,3,3,6,5,5,3
8525666.0,5,5,2,3,5,5,5,4,5,3
8526167.0,7,4,3,2,7,7,5,5,5,3
8526297.0,7,5,5,4,7,7,7,6,6,4
8526356.0,7,5,4,3,7,7,7,7,7,4
8526623.0,7,5,3,3,7,7,7,7,7,5
8526688.0,5,5,5,5,7,7,7,7,7,4
